cust_id,dob,age,gender,city_code,order_status,confirmed_yn,transaction_id,tran_date,prod_cat_code,prod_sub_cat_code,prod_cat,prod_subcat,qty,rate,tax,total_amt,store_type
272672,1971-05-05,42,F,10.0,Ordered,1.0,352570382,2013-08-10,5,12,Books,Academic,1,1070,112.35,1182.35,MBR
267646,1991-06-19,21,F,5.0,Ordered,1.0,353261573,2012-03-08,5,10,Books,Non-Fiction,1,261,27.405,288.405,MBR
272488,1986-03-15,27,F,4.0,Ordered,1.0,354555590,2013-01-04,4,4,Bags,Women,4,1236,519.12,5463.12,e-Shop
270823,1972-06-28,40,M,5.0,Ordered,1.0,358789714,2012-11-07,6,12,Home and kitchen,Tools,4,90,37.8,397.8,e-Shop
271694,1977-02-12,37,F,10.0,Ordered,1.0,364208039,2014-02-08,5,3,Books,Comics,3,935,294.525,3099.525,e-Shop
271568,1974-10-16,39,F,3.0,Ordered,1.0,384322819,2013-04-01,5,11,Books,Children,4,1046,439.32,4623.32,TeleShop
270051,1970-09-07,42,M,8.0,Ordered,1.0,384855489,2012-01-21,3,4,Electronics,Mobiles,3,239,75.285,792.285,MBR
270246,1984-08-27,29,M,5.0,Ordered,1.0,398388975,2013-06-15,2,3,Footwear,Women,3,1401,441.315,4644.315,Flagship store
268767,1991-07-25,20,M,3.0,Ordered,1.0,401206255,2011-07-12,2,4,Footwear,Kids,5,182,95.55,1005.55,Flagship store
269708,1975-07-21,38,F,6.0,Ordered,1.0,405375008,2013-11-21,1,4,Clothing,Mens,4,615,258.3,2718.3,TeleShop
267801,1981-10-27,32,F,5.0,Ordered,1.0,409774190,2013-12-18,5,10,Books,Non-Fiction,1,235,24.675,259.675,e-Shop
271098,1976-04-14,36,F,4.0,Ordered,1.0,411859828,2012-01-28,4,1,Bags,Mens,3,545,171.675,1806.675,e-Shop
273714,1991-02-03,21,M,7.0,Ordered,1.0,415013712,2012-04-09,5,6,Books,DIY,3,1326,417.69,4395.69,TeleShop
273106,1970-03-23,42,F,2.0,Canceled,0.0,426787191,2012-05-28,2,1,Footwear,Mens,-5,-109,57.225,-602.225,e-Shop
273106,1970-03-23,42,F,2.0,Ordered,0.0,426787191,2012-05-18,2,1,Footwear,Mens,5,109,57.225,602.225,e-Shop
271777,1970-03-08,43,M,8.0,Ordered,1.0,443968265,2013-03-31,3,5,Electronics,Computers,3,1283,404.145,4253.145,Flagship store
270798,1975-06-01,37,M,8.0,Ordered,1.0,447697762,2012-08-17,1,1,Clothing,Women,4,1367,574.14,6042.14,MBR
272871,1988-08-02,25,F,8.0,Ordered,1.0,452676785,2013-04-11,5,12,Books,Academic,1,251,26.355,277.355,Flagship store
271613,1981-09-12,31,F,1.0,Ordered,1.0,462387165,2012-07-24,3,9,Electronics,Cameras,3,851,268.065,2821.065,Flagship store
267286,1979-11-24,34,M,1.0,Ordered,1.0,465032738,2013-04-12,3,4,Electronics,Mobiles,4,762,320.04,3368.04,MBR
269967,1987-10-08,25,F,3.0,Ordered,1.0,466980151,2012-07-11,6,2,Home and kitchen,Furnishing,1,753,79.065,832.065,e-Shop
273463,1988-05-05,25,F,2.0,Ordered,1.0,472353347,2013-03-20,1,1,Clothing,Women,3,1475,464.625,4889.625,e-Shop
268453,1971-09-09,40,M,3.0,Ordered,1.0,474391737,2011-09-08,5,7,Books,Fiction,2,856,179.76,1891.76,Flagship store
267265,1991-09-14,21,F,5.0,Ordered,1.0,476170954,2012-08-13,1,3,Clothing,Kids,1,195,20.475,215.475,MBR
267819,1970-05-10,42,F,9.0,Ordered,1.0,476566626,2012-11-11,1,3,Clothing,Kids,5,198,103.95,1093.95,e-Shop
271183,1984-04-26,29,M,2.0,Ordered,1.0,483775260,2013-02-03,3,10,Electronics,Audio and video,5,253,132.825,1397.825,Flagship store
275116,1970-06-29,42,M,5.0,Ordered,1.0,500615534,2012-08-09,5,12,Books,Academic,4,848,356.16,3748.16,MBR
270050,1979-09-09,34,F,1.0,Ordered,1.0,503736661,2013-10-14,3,9,Electronics,Cameras,1,196,20.58,216.58,MBR
269948,1985-09-03,28,F,6.0,Ordered,1.0,503985994,2013-11-24,6,2,Home and kitchen,Furnishing,3,81,25.515,268.515,e-Shop
270233,1982-07-25,30,F,6.0,Ordered,1.0,508811130,2012-04-11,1,4,Clothing,Mens,5,1411,740.775,7795.775,Flagship store
273606,1972-06-13,39,F,10.0,Ordered,1.0,509248995,2011-03-26,5,7,Books,Fiction,2,250,52.5,552.5,e-Shop
274567,1972-10-18,39,M,2.0,Ordered,1.0,521137428,2011-04-20,3,8,Electronics,Personal Appliances,1,966,101.43,1067.43,e-Shop
273043,1975-07-06,36,F,5.0,Ordered,1.0,524488107,2011-11-23,5,10,Books,Non-Fiction,1,1342,140.91,1482.91,MBR
274490,1973-06-01,40,F,4.0,Canceled,0.0,525041466,2013-10-11,5,6,Books,DIY,-3,-1482,466.83,-4912.83,TeleShop
274490,1973-06-01,40,F,4.0,Ordered,0.0,525041466,2013-10-10,5,6,Books,DIY,3,1482,466.83,4912.83,TeleShop
272348,1974-11-18,37,F,10.0,Ordered,1.0,525918122,2011-09-15,3,5,Electronics,Computers,3,435,137.025,1442.025,e-Shop
270159,1988-04-04,25,F,7.0,Ordered,1.0,526141595,2013-12-06,4,4,Bags,Women,1,1142,119.91,1261.91,Flagship store
269570,1990-03-21,21,F,7.0,Ordered,1.0,536918883,2011-02-04,3,9,Electronics,Cameras,5,1488,781.2,8221.2,e-Shop
270802,1975-03-27,37,F,4.0,Ordered,1.0,538308297,2012-08-22,3,8,Electronics,Personal Appliances,1,454,47.67,501.67,e-Shop
272242,1992-08-02,21,M,7.0,Ordered,1.0,538990204,2013-08-28,3,8,Electronics,Personal Appliances,1,613,64.365,677.365,MBR
271731,1978-03-18,33,M,8.0,Ordered,1.0,544094954,2011-06-28,3,4,Electronics,Mobiles,2,1091,229.11,2411.11,MBR
271107,1983-06-13,30,M,5.0,Ordered,1.0,550339803,2013-06-23,5,6,Books,DIY,5,778,408.45,4298.45,MBR
268268,1980-05-29,33,F,9.0,Ordered,1.0,553042749,2013-01-04,4,4,Bags,Women,3,337,106.155,1117.155,e-Shop
268438,1978-01-02,35,F,1.0,Ordered,1.0,556211063,2013-04-11,6,11,Home and kitchen,Bath,1,337,35.385,372.385,e-Shop
268350,1988-05-03,25,M,8.0,Ordered,1.0,563889893,2013-09-23,2,3,Footwear,Women,1,206,21.63,227.63,MBR
270262,1992-09-16,20,F,3.0,Ordered,1.0,568284996,2012-11-26,2,1,Footwear,Mens,2,1056,221.76,2333.76,MBR
271969,1974-03-14,39,M,5.0,Ordered,1.0,571636731,2013-08-25,5,10,Books,Non-Fiction,5,1338,702.45,7392.45,e-Shop
273455,1973-07-17,40,M,8.0,Ordered,1.0,574192949,2013-06-25,5,6,Books,DIY,4,722,303.24,3191.24,TeleShop
272727,1973-02-20,38,M,3.0,Ordered,1.0,577505127,2011-05-17,6,2,Home and kitchen,Furnishing,3,1056,332.64,3500.64,Flagship store
267364,1980-10-21,31,M,8.0,Ordered,1.0,585837570,2011-09-11,5,10,Books,Non-Fiction,5,1411,740.775,7795.775,TeleShop
273474,1977-10-12,35,F,1.0,Ordered,1.0,590040341,2012-03-05,4,4,Bags,Women,2,367,77.07,811.07,TeleShop
268080,1990-10-03,22,F,1.0,Ordered,1.0,591581909,2012-07-17,2,1,Footwear,Mens,5,330,173.25,1823.25,Flagship store
270694,1974-08-06,38,F,3.0,Ordered,1.0,593769481,2012-12-21,5,12,Books,Academic,3,287,90.405,951.405,MBR
270669,1984-02-06,28,M,2.0,Ordered,1.0,604922736,2012-08-30,6,10,Home and kitchen,Kitchen,5,986,517.65,5447.65,e-Shop
273878,1975-01-19,37,M,3.0,Ordered,1.0,611253886,2012-06-06,3,5,Electronics,Computers,5,1005,527.625,5552.625,TeleShop
271825,1992-02-07,20,F,1.0,Ordered,1.0,611744712,2012-12-01,3,10,Electronics,Audio and video,2,1498,314.58,3310.58,e-Shop
266803,1988-06-23,24,F,1.0,Ordered,1.0,612207817,2012-06-02,5,6,Books,DIY,3,1202,378.63,3984.63,e-Shop
273553,1973-02-04,40,M,3.0,Ordered,1.0,617160548,2013-12-21,3,9,Electronics,Cameras,3,1144,360.36,3792.36,Flagship store
267414,1986-03-17,25,M,9.0,Canceled,0.0,618433640,2011-12-22,2,3,Footwear,Women,-5,-1257,659.925,-6944.925,MBR
267414,1986-03-17,25,M,9.0,Ordered,0.0,618433640,2011-12-19,2,3,Footwear,Women,5,1257,659.925,6944.925,MBR
270419,1981-05-12,30,F,2.0,Ordered,1.0,619377130,2011-06-30,2,1,Footwear,Mens,1,653,68.565,721.565,e-Shop
268829,1988-12-27,23,F,7.0,Ordered,1.0,621112155,2011-11-12,2,3,Footwear,Women,3,1362,429.03,4515.03,TeleShop
269329,1981-07-21,30,M,4.0,Ordered,1.0,623079959,2011-02-26,2,1,Footwear,Mens,2,527,110.67,1164.67,e-Shop
273384,1981-07-03,32,M,9.0,Ordered,1.0,625516845,2013-03-10,1,1,Clothing,Women,5,1091,572.775,6027.775,MBR
267588,1973-05-04,40,M,8.0,Ordered,1.0,628715978,2013-03-20,1,3,Clothing,Kids,2,102,21.42,225.42,TeleShop
272456,1980-04-24,34,M,10.0,Ordered,1.0,629286523,2014-01-17,5,6,Books,DIY,4,714,299.88,3155.88,TeleShop
269439,1975-09-26,38,F,9.0,Ordered,1.0,633971438,2013-08-09,3,8,Electronics,Personal Appliances,1,499,52.395,551.395,e-Shop
267720,1978-02-05,34,F,10.0,Ordered,1.0,636104104,2012-07-26,5,6,Books,DIY,1,733,76.965,809.965,e-Shop
274017,1982-01-04,31,F,10.0,Ordered,1.0,639298867,2013-06-04,3,8,Electronics,Personal Appliances,1,1070,112.35,1182.35,MBR
275244,1979-02-01,33,M,8.0,Ordered,1.0,641536043,2012-09-01,1,4,Clothing,Mens,3,351,110.565,1163.565,Flagship store
269125,1982-12-06,29,F,4.0,Ordered,1.0,643942673,2011-12-27,4,4,Bags,Women,5,1471,772.275,8127.275,MBR
268056,1988-03-26,23,M,10.0,Ordered,1.0,644338327,2011-09-20,5,7,Books,Fiction,3,349,109.935,1156.935,e-Shop
268679,1982-04-29,30,F,5.0,Ordered,1.0,649430627,2012-02-09,4,1,Bags,Mens,3,114,35.91,377.91,e-Shop
271108,1973-04-28,39,M,10.0,Ordered,1.0,650789826,2012-01-03,2,3,Footwear,Women,1,1088,114.24,1202.24,MBR
269213,1976-08-20,36,M,3.0,Ordered,1.0,652555256,2012-07-17,6,10,Home and kitchen,Kitchen,4,1238,519.96,5471.96,e-Shop
268792,1970-07-04,41,M,4.0,Ordered,1.0,662132848,2011-11-25,3,4,Electronics,Mobiles,3,1055,332.325,3497.325,e-Shop
274073,1971-03-18,42,M,10.0,Ordered,1.0,672390318,2013-05-12,2,3,Footwear,Women,2,1242,260.82,2744.82,e-Shop
273904,1989-09-14,24,M,6.0,Ordered,1.0,683807308,2013-01-26,6,2,Home and kitchen,Furnishing,5,1155,606.375,6381.375,e-Shop
270603,1983-11-28,29,M,3.0,Ordered,1.0,688991556,2012-07-23,5,7,Books,Fiction,3,1457,458.955,4829.955,TeleShop
270908,1992-04-17,20,M,5.0,Ordered,1.0,701507324,2012-03-11,5,12,Books,Academic,1,1104,115.92,1219.92,MBR
273356,1992-06-15,20,F,2.0,Ordered,1.0,722400882,2012-12-21,5,6,Books,DIY,2,1417,297.57,3131.57,TeleShop
270733,1977-04-10,34,F,10.0,Ordered,1.0,723941644,2011-10-13,5,7,Books,Fiction,3,200,63.0,663.0,e-Shop
272080,1984-04-05,29,F,5.0,Ordered,1.0,730161507,2013-03-28,5,12,Books,Academic,3,243,76.545,805.545,MBR
267110,1987-10-18,25,F,7.0,Ordered,1.0,731471512,2012-06-16,1,4,Clothing,Mens,5,714,374.85,3944.85,MBR
269074,1992-04-23,20,F,9.0,Ordered,1.0,735818761,2012-11-17,4,1,Bags,Mens,3,1352,425.88,4481.88,MBR
268706,1987-10-08,26,M,7.0,Canceled,0.0,736344248,2013-04-06,1,4,Clothing,Mens,-4,-1317,553.14,-5821.14,Flagship store
268706,1987-10-08,26,M,7.0,Ordered,0.0,736344248,2013-03-27,1,4,Clothing,Mens,4,1317,553.14,5821.14,Flagship store
274575,1983-05-12,30,M,9.0,Ordered,1.0,739835731,2013-01-01,5,7,Books,Fiction,5,337,176.925,1861.925,e-Shop
270005,1976-01-24,36,F,7.0,Ordered,1.0,743141333,2012-08-11,2,3,Footwear,Women,3,1325,417.375,4392.375,e-Shop
270240,1988-12-07,24,M,1.0,Ordered,1.0,749674186,2012-08-20,5,3,Books,Comics,1,165,17.325,182.325,e-Shop
274260,1991-11-10,22,M,3.0,Ordered,1.0,752342827,2013-07-01,1,1,Clothing,Women,3,1249,393.435,4140.435,TeleShop
273896,1975-09-24,36,M,6.0,Canceled,0.0,756246414,2011-04-04,5,10,Books,Non-Fiction,-2,-1488,312.48,-3288.48,MBR
273896,1975-09-24,36,M,6.0,Ordered,0.0,756246414,2011-03-26,5,10,Books,Non-Fiction,2,1488,312.48,3288.48,MBR
273623,1986-12-06,26,M,6.0,Ordered,1.0,756297021,2012-04-13,2,1,Footwear,Mens,1,768,80.64,848.64,TeleShop
271810,1987-03-26,26,F,6.0,Ordered,1.0,763024344,2013-11-25,5,11,Books,Children,4,1258,528.36,5560.36,Flagship store
274706,1982-06-21,29,F,10.0,Ordered,1.0,771282304,2011-11-17,2,3,Footwear,Women,2,584,122.64,1290.64,Flagship store
271847,1989-12-24,22,F,10.0,Canceled,0.0,788442271,2011-10-12,1,1,Clothing,Women,-2,-368,77.28,-813.28,e-Shop
271847,1989-12-24,22,F,10.0,Ordered,0.0,788442271,2011-10-11,1,1,Clothing,Women,2,368,77.28,813.28,e-Shop
270571,1982-02-26,31,F,1.0,Canceled,0.0,788829382,2013-05-11,2,1,Footwear,Mens,-5,-921,483.525,-5088.525,Flagship store
270571,1982-02-26,31,F,1.0,Ordered,0.0,788829382,2013-05-04,2,1,Footwear,Mens,5,921,483.525,5088.525,Flagship store
274000,1989-08-22,25,M,10.0,Ordered,1.0,789912743,2014-01-01,5,10,Books,Non-Fiction,2,295,61.95,651.95,e-Shop
272201,1977-03-13,34,F,3.0,Ordered,1.0,801302692,2011-05-23,6,11,Home and kitchen,Bath,2,1129,237.09,2495.09,e-Shop
270505,1976-06-06,35,M,7.0,Ordered,1.0,807757679,2011-07-10,5,10,Books,Non-Fiction,2,105,22.05,232.05,MBR
274523,1972-12-16,41,F,8.0,Ordered,1.0,810811030,2013-06-11,2,3,Footwear,Women,5,731,383.775,4038.775,MBR
274211,1978-01-11,34,F,4.0,Ordered,1.0,812561697,2012-04-14,5,3,Books,Comics,3,1038,326.97,3440.97,Flagship store
275129,1988-12-22,25,M,10.0,Ordered,1.0,814093473,2013-08-06,2,3,Footwear,Women,1,1363,143.115,1506.115,e-Shop
270852,1989-04-17,24,F,3.0,Ordered,1.0,815033477,2013-07-17,2,4,Footwear,Kids,5,201,105.525,1110.525,e-Shop
270324,1970-02-01,42,F,1.0,Ordered,1.0,815922100,2012-07-03,3,9,Electronics,Cameras,2,235,49.35,519.35,MBR
271269,1984-07-06,27,M,10.0,Ordered,1.0,832342445,2011-05-01,5,3,Books,Comics,5,707,371.175,3906.175,TeleShop
266830,1985-05-13,27,M,1.0,Ordered,1.0,847032416,2012-12-11,6,12,Home and kitchen,Tools,5,1444,758.1,7978.1,TeleShop
275172,1971-03-16,41,F,1.0,Ordered,1.0,855476755,2012-10-18,6,12,Home and kitchen,Tools,5,833,437.325,4602.325,e-Shop
269574,1971-01-14,40,F,5.0,Ordered,1.0,861046835,2011-05-02,3,4,Electronics,Mobiles,4,343,144.06,1516.06,e-Shop
